54.29,-0.007237060232086941,-0.13095238095238096,-0.3929,0.1219,0.585786,-1.0798,-0.4207142857142857,0.027857142857142848,-572.6,-8.18,8.0,0.1,0.21428571428571427,0.02857142857142857,9.722222222222223,20.833333333333332,2.777777777777778,-0.09821428571428571,-1.1458333333333333,3.575,0.0724637681159,0.0724637681159,0.115942028986,0.0724637681159,0.0,0.0,0.328571428571,1
59.68,-0.00870308310991957,-0.17311827956989248,-0.5194,0.0563,0.585786,-1.7614,-0.535,0.015645161290322562,-547.5,-8.830645161290322,7.666666666666667,0.11290322580645161,0.20967741935483872,0.04838709677419355,10.144927536231885,18.840579710144926,4.3478260869565215,-0.12983870967741937,-1.4000000000000001,1.325,0.0819672131148,0.131147540984,0.16393442623,0.0819672131148,0.0,0.0,0.241935483871,1
55.71,-0.00812959971279842,-0.15095238095238095,-0.4529,0.0848,0.585786,-1.5263,-0.46557142857142864,0.012714285714285773,-585.5,-8.364285714285714,7.666666666666667,0.14285714285714285,0.18571428571428572,0.0,14.492753623188406,18.840579710144926,0.0,-0.11321428571428571,-1.3782608695652174,2.1,0.130434782609,0.101449275362,0.101449275362,0.101449275362,0.0166666666667,0.0,0.328571428571,1
38.57,-0.008667358050298158,-0.11142857142857142,-0.3343,0.0339,0.585786,-2.0644,-0.3484285714285714,0.01414285714285717,-554.6,-7.9228571428571435,8.333333333333334,0.2,0.11428571428571428,0.04285714285714286,18.666666666666668,10.666666666666666,4.0,-0.08357142857142856,-0.9359999999999999,1.215,0.101449275362,0.115942028986,0.0869565217391,0.0724637681159,0.0,0.0,0.242857142857,1
65.79,-0.008840249278005776,-0.29078947368421054,-0.5816,0.0541,1.000000,-1.8199,-0.5902631578947368,0.008684210526315744,-651.6,-8.573684210526316,15.0,0.09210526315789473,0.2631578947368421,0.039473684210526314,11.666666666666666,33.333333333333336,5.0,-0.19385964912280704,-1.4733333333333334,1.615,0.0533333333333,0.0933333333333,0.173333333333,0.133333333333,0.0,0.0,0.328947368421,1
74.51,-0.009118239162528519,-0.33970588235294114,-0.6794,0.0799,1.000000,-1.6189,-0.7010784313725491,0.021666666666666744,-956.6,-9.37843137254902,20.0,0.06862745098039216,0.2647058823529412,0.058823529411764705,8.75,33.75,7.5,-0.2264705882352941,-1.7325,3.22,0.039603960396,0.0990099009901,0.247524752475,0.188118811881,0.0,0.0,0.333333333333,1
71.01,-0.008653710744965497,-0.6144927536231883,-0.6145,0.0819,2.000000,-1.4063,-0.6307246376811595,0.01623188405797108,-643.9,-9.331884057971013,25.0,0.057971014492753624,0.2753623188405797,0.028985507246376812,16.0,76.0,8.0,-0.30724637681159417,-1.696,2.185,0.0441176470588,0.0441176470588,0.176470588235,0.176470588235,0.0,0.0,0.333333333333,1
64.37,-0.00899953394438403,-0.19310344827586204,-0.5793,0.0937,0.585786,-1.5278,-0.5896551724137931,0.01034482758620688,-937.9,-10.780459770114943,11.333333333333334,0.08045977011494253,0.27586206896551724,0.034482758620689655,6.862745098039216,23.529411764705884,2.9411764705882355,-0.14482758620689654,-1.4823529411764707,3.345,0.0581395348837,0.093023255814,0.174418604651,0.220930232558,0.0,0.0,0.333333333333,1
56.25,-0.011756444444444444,-0.66125,-0.6613,0.0606,2.000000,-1.7685,-0.677625,0.01637500000000003,-829.0,-10.3625,31.0,0.15,0.2125,0.025,38.70967741935484,54.83870967741935,6.451612903225806,-0.330625,-1.7064516129032257,2.085,0.101265822785,0.126582278481,0.177215189873,0.151898734177,0.0,0.0,0.3,1
53.57,-0.0075564681724846,-0.20238095238095238,-0.4048,0.0850,1.000000,-1.6790,-0.4228571428571429,0.018095238095238133,-611.6,-7.280952380952381,14.5,0.09523809523809523,0.19047619047619047,0.05952380952380952,13.793103448275861,27.586206896551722,8.620689655172415,-0.1349206349206349,-1.1724137931034482,2.575,0.0722891566265,0.0963855421687,0.120481927711,0.0843373493976,0.0,0.0,0.25,1
58.44,-0.008555783709787816,-0.16666666666666666,-0.5000,0.1124,0.585786,-1.3358,-0.5253246753246754,0.02532467532467536,-680.6,-8.83896103896104,9.666666666666666,0.1038961038961039,0.2077922077922078,0.06493506493506493,9.195402298850574,18.39080459770115,5.74712643678161,-0.125,-1.3275862068965518,3.265,0.0657894736842,0.118421052632,0.184210526316,0.131578947368,0.0,0.0,0.233766233766,1
52.04,-0.00811683320522675,-0.08448979591836733,-0.4224,0.1274,0.267949,-1.5138,-0.4357142857142857,0.013265306122449022,-745.1,-7.603061224489796,6.2,0.11224489795918367,0.17346938775510204,0.030612244897959183,7.096774193548387,10.96774193548387,1.935483870967742,-0.07040816326530612,-1.335483870967742,4.39,0.0824742268041,0.103092783505,0.113402061856,0.0927835051546,0.0,0.0,0.234693877551,1
52.94,-0.007689837551945599,-0.10176470588235295,-0.4071,0.1093,0.381966,-1.5683,-0.42964705882352944,0.022588235294117666,-701.6,-8.254117647058823,8.0,0.1411764705882353,0.18823529411764706,0.047058823529411764,9.375,12.5,3.125,-0.08141176470588236,-1.08125,3.205,0.0833333333333,0.142857142857,0.154761904762,0.119047619048,0.0,0.0,0.329411764706,1
52.56,-0.010074200913242008,-0.1764957264957265,-0.5295,0.0522,0.585786,-1.9114,-0.5347435897435897,0.005256410256410304,-700.6,-8.982051282051282,9.666666666666666,0.1282051282051282,0.19230769230769232,0.05128205128205128,11.49425287356322,17.24137931034483,4.597701149425287,-0.13237179487179487,-1.4241379310344826,1.485,0.116883116883,0.142857142857,0.181818181818,0.155844155844,0.0,0.0,0.179487179487,1
